[2025-12-22 13:18:43] >>> Recording Started <<<
[2025-12-22 13:18:43] [Google Gemini - Google Chrome] MouseMove: dx=79, dy=81
[2025-12-22 13:19:04] [Google Gemini - Google Chrome] MouseMove: dx=-4, dy=0
[2025-12-22 13:19:04] [Google Gemini - Google Chrome] MouseMove: dx=-5, dy=0
[2025-12-22 13:19:04] [Google Gemini - Google Chrome] MouseMove: dx=-5, dy=0
[2025-12-22 13:19:04] [Google Gemini - Google Chrome] MouseMove: dx=-3, dy=0
[2025-12-22 13:19:04] [Google Gemini - Google Chrome] MouseMove: dx=-2, dy=0
[2025-12-22 13:19:04] [Google Gemini - Google Chrome] MouseMove: dx=-2, dy=0
[2025-12-22 13:19:04] [Google Gemini - Google Chrome] MouseMove: dx=-3, dy=0
[2025-12-22 13:19:04] [Google Gemini - Google Chrome] MouseMove: dx=-2, dy=0
[2025-12-22 13:19:04] [Google Gemini - Google Chrome] MouseMove: dx=-2, dy=0
[2025-12-22 13:19:04] [Google Gemini - Google Chrome] MouseMove: dx=-2, dy=0
[2025-12-22 13:19:04] [Google Gemini - Google Chrome] MouseMove: dx=-2, dy=0
[2025-12-22 13:19:04] [Google Gemini - Google Chrome] MouseMove: dx=-2, dy=0
[2025-12-22 13:19:04] [Google Gemini - Google Chrome] MouseMove: dx=-3, dy=0
[2025-12-22 13:19:04] [Google Gemini - Google Chrome] MouseMove: dx=-2, dy=0
[2025-12-22 13:19:04] [Google Gemini - Google Chrome] MouseMove: dx=-2, dy=0
[2025-12-22 13:19:04] [Google Gemini - Google Chrome] MouseMove: dx=-2, dy=-1
[2025-12-22 13:19:04] [Google Gemini - Google Chrome] MouseMove: dx=-3, dy=0
[2025-12-22 13:19:04] [Google Gemini - Google Chrome] MouseMove: dx=-4, dy=-1
[2025-12-22 13:19:04] [Google Gemini - Google Chrome] MouseMove: dx=-3, dy=0
[2025-12-22 13:19:04] [Google Gemini - Google Chrome] MouseMove: dx=-2, dy=0
[2025-12-22 13:19:04] [Google Gemini - Google Chrome] MouseMove: dx=-5, dy=-1
[2025-12-22 13:19:04] [Google Gemini - Google Chrome] MouseMove: dx=-4, dy=0
[2025-12-22 13:19:04] [Google Gemini - Google Chrome] MouseMove: dx=-4, dy=-1
[2025-12-22 13:19:04] [Google Gemini - Google Chrome] MouseMove: dx=-5, dy=0
[2025-12-22 13:19:04] [Google Gemini - Google Chrome] MouseMove: dx=-4, dy=0
[2025-12-22 13:19:04] [Google Gemini - Google Chrome] MouseMove: dx=-5, dy=0
[2025-12-22 13:19:04] [Google Gemini - Google Chrome] MouseMove: dx=-4, dy=-2
[2025-12-22 13:19:04] [Google Gemini - Google Chrome] MouseMove: dx=-3, dy=0
[2025-12-22 13:19:04] [Google Gemini - Google Chrome] MouseMove: dx=-3, dy=0
[2025-12-22 13:19:04] [Google Gemini - Google Chrome] MouseMove: dx=-2, dy=0
[2025-12-22 13:19:04] [Google Gemini - Google Chrome] MouseMove: dx=-2, dy=0
[2025-12-22 13:19:05] [Google Gemini - Google Chrome] MouseMove: dx=-1, dy=-2
[2025-12-22 13:19:05] [Google Gemini - Google Chrome] MouseMove: dx=0, dy=-2
[2025-12-22 13:19:05] [Google Gemini - Google Chrome] MouseMove: dx=0, dy=-2
[2025-12-22 13:19:05] [Google Gemini - Google Chrome] MouseMove: dx=1, dy=-3
[2025-12-22 13:19:05] [Google Gemini - Google Chrome] MouseMove: dx=2, dy=-4
[2025-12-22 13:19:05] [Google Gemini - Google Chrome] MouseMove: dx=3, dy=-2
[2025-12-22 13:19:05] [Google Gemini - Google Chrome] MouseMove: dx=2, dy=-8
[2025-12-22 13:19:05] [Google Gemini - Google Chrome] MouseMove: dx=5, dy=-7
[2025-12-22 13:19:05] [Google Gemini - Google Chrome] MouseMove: dx=6, dy=-9
[2025-12-22 13:19:05] [Google Gemini - Google Chrome] MouseMove: dx=2, dy=-7
[2025-12-22 13:19:05] [Google Gemini - Google Chrome] MouseMove: dx=7, dy=-11
[2025-12-22 13:19:05] [Google Gemini - Google Chrome] MouseMove: dx=5, dy=-8
[2025-12-22 13:19:05] [Google Gemini - Google Chrome] MouseMove: dx=5, dy=-10
[2025-12-22 13:19:05] [Google Gemini - Google Chrome] MouseMove: dx=5, dy=-9
[2025-12-22 13:19:05] [Google Gemini - Google Chrome] MouseMove: dx=2, dy=-5
[2025-12-22 13:19:05] [Google Gemini - Google Chrome] MouseMove: dx=5, dy=-6
[2025-12-22 13:19:05] [Google Gemini - Google Chrome] MouseMove: dx=2, dy=-1
[2025-12-22 13:19:05] [Google Gemini - Google Chrome] MouseMove: dx=3, dy=-4
[2025-12-22 13:19:05] [Google Gemini - Google Chrome] MouseMove: dx=1, dy=-3
[2025-12-22 13:19:05] [Google Gemini - Google Chrome] MouseMove: dx=1, dy=-2
[2025-12-22 13:19:05] [Google Gemini - Google Chrome] MouseMove: dx=2, dy=-2
[2025-12-22 13:19:05] [Google Gemini - Google Chrome] MouseMove: dx=1, dy=-2
[2025-12-22 13:19:05] [Google Gemini - Google Chrome] MouseMove: dx=-2, dy=-1
[2025-12-22 13:19:05] [Google Gemini - Google Chrome] MouseMove: dx=-8, dy=0
[2025-12-22 13:19:05] [Google Gemini - Google Chrome] MouseMove: dx=-8, dy=0
[2025-12-22 13:19:05] [Google Gemini - Google Chrome] MouseMove: dx=-7, dy=0
[2025-12-22 13:19:05] [Google Gemini - Google Chrome] MouseMove: dx=-12, dy=-3
[2025-12-22 13:19:05] [Google Gemini - Google Chrome] MouseMove: dx=-7, dy=0
[2025-12-22 13:19:05] [Google Gemini - Google Chrome] MouseMove: dx=-10, dy=-1
[2025-12-22 13:19:05] [Google Gemini - Google Chrome] MouseMove: dx=-9, dy=-1
[2025-12-22 13:19:05] [Google Gemini - Google Chrome] MouseMove: dx=-8, dy=-2
[2025-12-22 13:19:05] [Google Gemini - Google Chrome] MouseMove: dx=-5, dy=0
[2025-12-22 13:19:05] [Google Gemini - Google Chrome] MouseMove: dx=-8, dy=-2
[2025-12-22 13:19:05] [Google Gemini - Google Chrome] MouseMove: dx=-3, dy=0
[2025-12-22 13:19:05] [Google Gemini - Google Chrome] MouseMove: dx=-6, dy=-1
[2025-12-22 13:19:05] [Google Gemini - Google Chrome] MouseMove: dx=-5, dy=0
[2025-12-22 13:19:05] [Google Gemini - Google Chrome] MouseMove: dx=-2, dy=-1
[2025-12-22 13:19:05] [Google Gemini - Google Chrome] MouseMove: dx=-4, dy=0
[2025-12-22 13:19:05] [Google Gemini - Google Chrome] MouseMove: dx=-4, dy=0
[2025-12-22 13:19:05] [Google Gemini - Google Chrome] MouseMove: dx=-3, dy=-1
[2025-12-22 13:19:05] [Google Gemini - Google Chrome] MouseMove: dx=-2, dy=0
[2025-12-22 13:19:05] [Google Gemini - Google Chrome] MouseMove: dx=-4, dy=-2
[2025-12-22 13:19:05] [Google Gemini - Google Chrome] MouseMove: dx=-3, dy=0
[2025-12-22 13:19:05] [Google Gemini - Google Chrome] MouseMove: dx=-2, dy=-1
[2025-12-22 13:19:06] [Google Gemini - Google Chrome] MouseMove: dx=-2, dy=0
[2025-12-22 13:19:06] [Google Gemini - Google Chrome] Mouse: Left Click
[2025-12-22 13:19:06] [monitor - 文件资源管理器] MouseMove: dx=4, dy=-3
[2025-12-22 13:19:06] [monitor - 文件资源管理器] MouseMove: dx=6, dy=-1
[2025-12-22 13:19:06] [monitor - 文件资源管理器] MouseMove: dx=17, dy=-6
[2025-12-22 13:19:06] [monitor - 文件资源管理器] MouseMove: dx=20, dy=-5
[2025-12-22 13:19:06] [monitor - 文件资源管理器] MouseMove: dx=34, dy=-10
[2025-12-22 13:19:06] [monitor - 文件资源管理器] MouseMove: dx=44, dy=-11
[2025-12-22 13:19:06] [monitor - 文件资源管理器] MouseMove: dx=115, dy=-33
[2025-12-22 13:19:06] [monitor - 文件资源管理器] MouseMove: dx=74, dy=-21
[2025-12-22 13:19:06] [monitor - 文件资源管理器] MouseMove: dx=78, dy=-20
[2025-12-22 13:19:06] [monitor - 文件资源管理器] MouseMove: dx=77, dy=-21
[2025-12-22 13:19:06] [monitor - 文件资源管理器] MouseMove: dx=78, dy=-26
[2025-12-22 13:19:06] [monitor - 文件资源管理器] MouseMove: dx=91, dy=-19
[2025-12-22 13:19:06] [monitor - 文件资源管理器] MouseMove: dx=87, dy=-21
[2025-12-22 13:19:06] [monitor - 文件资源管理器] MouseMove: dx=87, dy=-24
[2025-12-22 13:19:06] [monitor - 文件资源管理器] MouseMove: dx=81, dy=-18
[2025-12-22 13:19:06] [monitor - 文件资源管理器] MouseMove: dx=91, dy=-24
[2025-12-22 13:19:06] [monitor - 文件资源管理器] MouseMove: dx=68, dy=-22
[2025-12-22 13:19:06] [monitor - 文件资源管理器] MouseMove: dx=74, dy=-21
[2025-12-22 13:19:06] [monitor - 文件资源管理器] MouseMove: dx=77, dy=-21
[2025-12-22 13:19:06] [monitor - 文件资源管理器] MouseMove: dx=60, dy=-18
[2025-12-22 13:19:06] [monitor - 文件资源管理器] MouseMove: dx=59, dy=-12
[2025-12-22 13:19:06] [monitor - 文件资源管理器] MouseMove: dx=48, dy=-12
[2025-12-22 13:19:06] [monitor - 文件资源管理器] MouseMove: dx=40, dy=-9
[2025-12-22 13:19:06] [monitor - 文件资源管理器] MouseMove: dx=33, dy=-10
[2025-12-22 13:19:06] [monitor - 文件资源管理器] MouseMove: dx=24, dy=-6
[2025-12-22 13:19:06] [monitor - 文件资源管理器] MouseMove: dx=20, dy=-7
[2025-12-22 13:19:06] [monitor - 文件资源管理器] MouseMove: dx=11, dy=-4
[2025-12-22 13:19:06] [monitor - 文件资源管理器] MouseMove: dx=4, dy=-1
[2025-12-22 13:19:06] [monitor - 文件资源管理器] MouseMove: dx=-11, dy=10
[2025-12-22 13:19:06] [monitor - 文件资源管理器] MouseMove: dx=-21, dy=13
[2025-12-22 13:19:06] [monitor - 文件资源管理器] MouseMove: dx=-39, dy=16
[2025-12-22 13:19:06] [monitor - 文件资源管理器] MouseMove: dx=-52, dy=16
[2025-12-22 13:19:06] [monitor - 文件资源管理器] MouseMove: dx=-59, dy=17
[2025-12-22 13:19:06] [monitor - 文件资源管理器] MouseMove: dx=-68, dy=16
[2025-12-22 13:19:06] [monitor - 文件资源管理器] MouseMove: dx=-66, dy=15
[2025-12-22 13:19:06] [monitor - 文件资源管理器] MouseMove: dx=-87, dy=18
[2025-12-22 13:19:06] [monitor - 文件资源管理器] MouseMove: dx=-90, dy=16
[2025-12-22 13:19:06] [monitor - 文件资源管理器] MouseMove: dx=-87, dy=13
[2025-12-22 13:19:06] [monitor - 文件资源管理器] MouseMove: dx=-86, dy=11
[2025-12-22 13:19:06] [monitor - 文件资源管理器] MouseMove: dx=-83, dy=13
[2025-12-22 13:19:06] [monitor - 文件资源管理器] MouseMove: dx=-65, dy=7
[2025-12-22 13:19:06] [monitor - 文件资源管理器] MouseMove: dx=-70, dy=10
[2025-12-22 13:19:06] [monitor - 文件资源管理器] MouseMove: dx=-52, dy=7
[2025-12-22 13:19:06] [monitor - 文件资源管理器] MouseMove: dx=-53, dy=7
[2025-12-22 13:19:06] [monitor - 文件资源管理器] MouseMove: dx=-42, dy=6
[2025-12-22 13:19:06] [monitor - 文件资源管理器] MouseMove: dx=-39, dy=4
[2025-12-22 13:19:06] [monitor - 文件资源管理器] MouseMove: dx=-30, dy=6
[2025-12-22 13:19:06] [monitor - 文件资源管理器] MouseMove: dx=-21, dy=1
[2025-12-22 13:19:06] [monitor - 文件资源管理器] MouseMove: dx=-17, dy=0
[2025-12-22 13:19:06] [monitor - 文件资源管理器] MouseMove: dx=-11, dy=2
[2025-12-22 13:19:06] [monitor - 文件资源管理器] MouseMove: dx=-9, dy=0
[2025-12-22 13:19:06] [monitor - 文件资源管理器] MouseMove: dx=-4, dy=0
[2025-12-22 13:19:06] [monitor - 文件资源管理器] MouseMove: dx=-3, dy=0
[2025-12-22 13:19:06] [monitor - 文件资源管理器] MouseMove: dx=-4, dy=0
[2025-12-22 13:19:06] [monitor - 文件资源管理器] MouseMove: dx=-6, dy=0
[2025-12-22 13:19:06] [monitor - 文件资源管理器] MouseMove: dx=-4, dy=0
[2025-12-22 13:19:06] [monitor - 文件资源管理器] MouseMove: dx=-4, dy=-4
[2025-12-22 13:19:06] [monitor - 文件资源管理器] MouseMove: dx=-2, dy=-1
[2025-12-22 13:19:06] [monitor - 文件资源管理器] MouseMove: dx=-2, dy=-2
[2025-12-22 13:19:06] [monitor - 文件资源管理器] MouseMove: dx=-1, dy=-2
[2025-12-22 13:19:06] [monitor - 文件资源管理器] MouseMove: dx=-2, dy=-1
[2025-12-22 13:19:06] [monitor - 文件资源管理器] MouseMove: dx=-3, dy=-2
[2025-12-22 13:19:06] [monitor - 文件资源管理器] MouseMove: dx=-4, dy=0
[2025-12-22 13:19:06] [monitor - 文件资源管理器] MouseMove: dx=-3, dy=-1
[2025-12-22 13:19:06] [monitor - 文件资源管理器] MouseMove: dx=-6, dy=-1
[2025-12-22 13:19:06] [monitor - 文件资源管理器] MouseMove: dx=-9, dy=-3
[2025-12-22 13:19:06] [monitor - 文件资源管理器] MouseMove: dx=-5, dy=-3
[2025-12-22 13:19:06] [monitor - 文件资源管理器] MouseMove: dx=-8, dy=-6
[2025-12-22 13:19:06] [monitor - 文件资源管理器] MouseMove: dx=-9, dy=-7
[2025-12-22 13:19:06] [monitor - 文件资源管理器] MouseMove: dx=-8, dy=-9
[2025-12-22 13:19:07] [monitor - 文件资源管理器] MouseMove: dx=-7, dy=-9
[2025-12-22 13:19:07] [monitor - 文件资源管理器] MouseMove: dx=-7, dy=-12
[2025-12-22 13:19:07] [monitor - 文件资源管理器] MouseMove: dx=-6, dy=-13
[2025-12-22 13:19:07] [monitor - 文件资源管理器] MouseMove: dx=-3, dy=-12
[2025-12-22 13:19:07] [monitor - 文件资源管理器] MouseMove: dx=-4, dy=-12
[2025-12-22 13:19:07] [monitor - 文件资源管理器] MouseMove: dx=-3, dy=-15
[2025-12-22 13:19:07] [monitor - 文件资源管理器] MouseMove: dx=0, dy=-13
[2025-12-22 13:19:07] [monitor - 文件资源管理器] MouseMove: dx=0, dy=-15
[2025-12-22 13:19:07] [monitor - 文件资源管理器] MouseMove: dx=0, dy=-18
[2025-12-22 13:19:07] [monitor - 文件资源管理器] MouseMove: dx=0, dy=-18
[2025-12-22 13:19:07] [monitor - 文件资源管理器] MouseMove: dx=0, dy=-15
[2025-12-22 13:19:07] [monitor - 文件资源管理器] MouseMove: dx=0, dy=-18
[2025-12-22 13:19:07] [monitor - 文件资源管理器] MouseMove: dx=0, dy=-15
[2025-12-22 13:19:07] [monitor - 文件资源管理器] MouseMove: dx=0, dy=-14
[2025-12-22 13:19:07] [monitor - 文件资源管理器] MouseMove: dx=0, dy=-13
[2025-12-22 13:19:07] [monitor - 文件资源管理器] MouseMove: dx=-3, dy=-12
[2025-12-22 13:19:07] [monitor - 文件资源管理器] MouseMove: dx=-3, dy=-9
[2025-12-22 13:19:07] [monitor - 文件资源管理器] MouseMove: dx=-6, dy=-12
[2025-12-22 13:19:07] [monitor - 文件资源管理器] MouseMove: dx=-8, dy=-12
[2025-12-22 13:19:07] [monitor - 文件资源管理器] MouseMove: dx=-5, dy=-8
[2025-12-22 13:19:07] [monitor - 文件资源管理器] MouseMove: dx=-7, dy=-12
[2025-12-22 13:19:07] [monitor - 文件资源管理器] MouseMove: dx=-6, dy=-8
[2025-12-22 13:19:07] [monitor - 文件资源管理器] MouseMove: dx=-6, dy=-6
[2025-12-22 13:19:07] [monitor - 文件资源管理器] MouseMove: dx=-5, dy=-8
[2025-12-22 13:19:07] [monitor - 文件资源管理器] MouseMove: dx=-4, dy=-4
[2025-12-22 13:19:07] [monitor - 文件资源管理器] MouseMove: dx=-2, dy=-1
[2025-12-22 13:19:07] [monitor - 文件资源管理器] MouseMove: dx=-3, dy=-1
[2025-12-22 13:19:07] [monitor - 文件资源管理器] MouseMove: dx=-3, dy=-2
[2025-12-22 13:19:07] [monitor - 文件资源管理器] MouseMove: dx=-4, dy=-1
[2025-12-22 13:19:07] [monitor - 文件资源管理器] MouseMove: dx=-4, dy=-1
[2025-12-22 13:19:07] [monitor - 文件资源管理器] MouseMove: dx=-7, dy=-1
[2025-12-22 13:19:07] [monitor - 文件资源管理器] MouseMove: dx=-5, dy=0
[2025-12-22 13:19:07] [monitor - 文件资源管理器] MouseMove: dx=-7, dy=0
[2025-12-22 13:19:07] [monitor - 文件资源管理器] MouseMove: dx=-8, dy=0
[2025-12-22 13:19:07] [monitor - 文件资源管理器] MouseMove: dx=-7, dy=0
[2025-12-22 13:19:07] [monitor - 文件资源管理器] MouseMove: dx=-7, dy=0
[2025-12-22 13:19:07] [monitor - 文件资源管理器] MouseMove: dx=-7, dy=3
[2025-12-22 13:19:07] [monitor - 文件资源管理器] MouseMove: dx=-6, dy=2
[2025-12-22 13:19:07] [monitor - 文件资源管理器] MouseMove: dx=-4, dy=4
[2025-12-22 13:19:07] [monitor - 文件资源管理器] MouseMove: dx=-2, dy=1
[2025-12-22 13:19:07] [monitor - 文件资源管理器] MouseMove: dx=-2, dy=3
[2025-12-22 13:19:07] [monitor - 文件资源管理器] MouseMove: dx=-1, dy=4
[2025-12-22 13:19:07] [monitor - 文件资源管理器] MouseMove: dx=-1, dy=4
[2025-12-22 13:19:07] [monitor - 文件资源管理器] MouseMove: dx=0, dy=4
[2025-12-22 13:19:07] [monitor - 文件资源管理器] MouseMove: dx=0, dy=3
[2025-12-22 13:19:07] [monitor - 文件资源管理器] MouseMove: dx=0, dy=3
[2025-12-22 13:19:07] [monitor - 文件资源管理器] MouseMove: dx=0, dy=3
[2025-12-22 13:19:07] [monitor - 文件资源管理器] MouseMove: dx=0, dy=5
[2025-12-22 13:19:07] [monitor - 文件资源管理器] MouseMove: dx=1, dy=3
[2025-12-22 13:19:07] [monitor - 文件资源管理器] MouseMove: dx=2, dy=1
[2025-12-22 13:19:07] [monitor - 文件资源管理器] MouseMove: dx=2, dy=3
[2025-12-22 13:19:07] [monitor - 文件资源管理器] MouseMove: dx=2, dy=1
[2025-12-22 13:19:07] [monitor - 文件资源管理器] Mouse: Wheel Scroll
[2025-12-22 13:19:07] [monitor - 文件资源管理器] Mouse: Wheel Scroll
[2025-12-22 13:19:07] [monitor - 文件资源管理器] MouseMove: dx=3, dy=1
[2025-12-22 13:19:07] [monitor - 文件资源管理器] Mouse: Wheel Scroll
[2025-12-22 13:19:07] [monitor - 文件资源管理器] Mouse: Wheel Scroll
[2025-12-22 13:19:07] [monitor - 文件资源管理器] Mouse: Wheel Scroll
[2025-12-22 13:19:07] [monitor - 文件资源管理器] MouseMove: dx=4, dy=0
[2025-12-22 13:19:07] [monitor - 文件资源管理器] MouseMove: dx=4, dy=-2
[2025-12-22 13:19:07] [monitor - 文件资源管理器] MouseMove: dx=3, dy=-3
[2025-12-22 13:19:07] [monitor - 文件资源管理器] MouseMove: dx=6, dy=-8
[2025-12-22 13:19:07] [monitor - 文件资源管理器] MouseMove: dx=2, dy=-2
[2025-12-22 13:19:07] [monitor - 文件资源管理器] Mouse: Wheel Scroll
[2025-12-22 13:19:07] [monitor - 文件资源管理器] Mouse: Wheel Scroll
[2025-12-22 13:19:07] [monitor - 文件资源管理器] Mouse: Wheel Scroll
[2025-12-22 13:19:07] [monitor - 文件资源管理器] Mouse: Wheel Scroll
[2025-12-22 13:19:07] [monitor - 文件资源管理器] Mouse: Wheel Scroll
[2025-12-22 13:19:07] [monitor - 文件资源管理器] Mouse: Wheel Scroll
[2025-12-22 13:19:07] [monitor - 文件资源管理器] MouseMove: dx=2, dy=-2
[2025-12-22 13:19:07] [monitor - 文件资源管理器] Mouse: Wheel Scroll
[2025-12-22 13:19:07] [monitor - 文件资源管理器] MouseMove: dx=1, dy=-6
[2025-12-22 13:19:07] [monitor - 文件资源管理器] MouseMove: dx=1, dy=-6
[2025-12-22 13:19:07] [monitor - 文件资源管理器] MouseMove: dx=4, dy=-6
[2025-12-22 13:19:07] [monitor - 文件资源管理器] MouseMove: dx=0, dy=-2
[2025-12-22 13:19:07] [monitor - 文件资源管理器] MouseMove: dx=1, dy=-2
[2025-12-22 13:19:07] [monitor - 文件资源管理器] MouseMove: dx=0, dy=-3
[2025-12-22 13:19:07] [monitor - 文件资源管理器] MouseMove: dx=0, dy=-5
[2025-12-22 13:19:07] [monitor - 文件资源管理器] MouseMove: dx=0, dy=-5
[2025-12-22 13:19:07] [monitor - 文件资源管理器] MouseMove: dx=0, dy=-5
[2025-12-22 13:19:07] [monitor - 文件资源管理器] MouseMove: dx=0, dy=-4
[2025-12-22 13:19:07] [monitor - 文件资源管理器] MouseMove: dx=0, dy=-2
[2025-12-22 13:19:07] [monitor - 文件资源管理器] MouseMove: dx=-1, dy=-4
[2025-12-22 13:19:07] [monitor - 文件资源管理器] MouseMove: dx=-3, dy=-8
[2025-12-22 13:19:07] [monitor - 文件资源管理器] MouseMove: dx=-3, dy=-5
[2025-12-22 13:19:07] [monitor - 文件资源管理器] MouseMove: dx=-2, dy=-5
[2025-12-22 13:19:07] [monitor - 文件资源管理器] MouseMove: dx=-7, dy=-9
[2025-12-22 13:19:07] [monitor - 文件资源管理器] MouseMove: dx=-5, dy=-6
[2025-12-22 13:19:07] [monitor - 文件资源管理器] MouseMove: dx=-5, dy=-7
[2025-12-22 13:19:07] [monitor - 文件资源管理器] MouseMove: dx=-2, dy=-6
[2025-12-22 13:19:07] [monitor - 文件资源管理器] MouseMove: dx=-5, dy=-11
[2025-12-22 13:19:08] [monitor - 文件资源管理器] MouseMove: dx=-1, dy=-5
[2025-12-22 13:19:08] [monitor - 文件资源管理器] MouseMove: dx=-4, dy=-6
[2025-12-22 13:19:08] [monitor - 文件资源管理器] MouseMove: dx=-1, dy=-2
[2025-12-22 13:19:08] [monitor - 文件资源管理器] MouseMove: dx=0, dy=2
[2025-12-22 13:19:08] [monitor - 文件资源管理器] MouseMove: dx=0, dy=3
[2025-12-22 13:19:08] [monitor - 文件资源管理器] MouseMove: dx=0, dy=2
[2025-12-22 13:19:08] [monitor - 文件资源管理器] MouseMove: dx=0, dy=2
[2025-12-22 13:19:08] [monitor - 文件资源管理器] MouseMove: dx=0, dy=4
[2025-12-22 13:19:08] [monitor - 文件资源管理器] MouseMove: dx=0, dy=2
[2025-12-22 13:19:08] [monitor - 文件资源管理器] Mouse: Left Click
[2025-12-22 13:19:08] [monitor - 文件资源管理器] Mouse: Left Click
[2025-12-22 13:19:08] [monitor - 文件资源管理器] MouseMove: dx=0, dy=4
[2025-12-22 13:19:08] [monitor - 文件资源管理器] MouseMove: dx=0, dy=2
[2025-12-22 13:19:08] [monitor - 文件资源管理器] MouseMove: dx=0, dy=2
[2025-12-22 13:19:08] [monitor - 文件资源管理器] MouseMove: dx=0, dy=2
[2025-12-22 13:19:08] [monitor - 文件资源管理器] MouseMove: dx=1, dy=3
[2025-12-22 13:19:08] [monitor - 文件资源管理器] MouseMove: dx=2, dy=4
[2025-12-22 13:19:08] [monitor - 文件资源管理器] MouseMove: dx=3, dy=4
[2025-12-22 13:19:08] [monitor - 文件资源管理器] MouseMove: dx=2, dy=2
[2025-12-22 13:19:08] [monitor - 文件资源管理器] MouseMove: dx=3, dy=3
[2025-12-22 13:19:08] [monitor - 文件资源管理器] MouseMove: dx=1, dy=2
[2025-12-22 13:19:08] [monitor - 文件资源管理器] MouseMove: dx=3, dy=2
[2025-12-22 13:19:08] [monitor - 文件资源管理器] MouseMove: dx=2, dy=3
[2025-12-22 13:19:08] [monitor - 文件资源管理器] MouseMove: dx=2, dy=3
[2025-12-22 13:19:08] [monitor - 文件资源管理器] MouseMove: dx=1, dy=3
[2025-12-22 13:19:08] [monitor - 文件资源管理器] MouseMove: dx=1, dy=4
[2025-12-22 13:19:08] [monitor - 文件资源管理器] MouseMove: dx=0, dy=3
[2025-12-22 13:19:08] [monitor - 文件资源管理器] MouseMove: dx=3, dy=7
[2025-12-22 13:19:08] [monitor - 文件资源管理器] MouseMove: dx=1, dy=4
[2025-12-22 13:19:08] [monitor - 文件资源管理器] MouseMove: dx=7, dy=8
[2025-12-22 13:19:08] [monitor - 文件资源管理器] MouseMove: dx=6, dy=6
[2025-12-22 13:19:08] [monitor - 文件资源管理器] MouseMove: dx=4, dy=6
[2025-12-22 13:19:09] [monitor - 文件资源管理器] MouseMove: dx=8, dy=7
[2025-12-22 13:19:09] [monitor - 文件资源管理器] MouseMove: dx=9, dy=6
[2025-12-22 13:19:09] [monitor - 文件资源管理器] MouseMove: dx=10, dy=6
[2025-12-22 13:19:09] [monitor - 文件资源管理器] MouseMove: dx=10, dy=3
[2025-12-22 13:19:09] [monitor - 文件资源管理器] MouseMove: dx=10, dy=5
[2025-12-22 13:19:09] [monitor - 文件资源管理器] MouseMove: dx=7, dy=0
[2025-12-22 13:19:09] [monitor - 文件资源管理器] MouseMove: dx=3, dy=0
[2025-12-22 13:19:09] [logs - 文件资源管理器] MouseMove: dx=-3, dy=1
[2025-12-22 13:19:09] [logs - 文件资源管理器] MouseMove: dx=-4, dy=0
[2025-12-22 13:19:09] [logs - 文件资源管理器] MouseMove: dx=-2, dy=0
[2025-12-22 13:19:09] [logs - 文件资源管理器] MouseMove: dx=-3, dy=0
[2025-12-22 13:19:09] [logs - 文件资源管理器] MouseMove: dx=-3, dy=0
[2025-12-22 13:19:09] [logs - 文件资源管理器] MouseMove: dx=-2, dy=0
[2025-12-22 13:19:09] [logs - 文件资源管理器] MouseMove: dx=-2, dy=-2
[2025-12-22 13:19:09] [logs - 文件资源管理器] MouseMove: dx=-2, dy=-1
[2025-12-22 13:19:09] [logs - 文件资源管理器] MouseMove: dx=-2, dy=0
[2025-12-22 13:19:09] [logs - 文件资源管理器] MouseMove: dx=-2, dy=0
[2025-12-22 13:19:09] [logs - 文件资源管理器] MouseMove: dx=-3, dy=0
[2025-12-22 13:19:09] [logs - 文件资源管理器] MouseMove: dx=-3, dy=2
[2025-12-22 13:19:09] [logs - 文件资源管理器] MouseMove: dx=-2, dy=1
[2025-12-22 13:19:09] [logs - 文件资源管理器] MouseMove: dx=-3, dy=4
[2025-12-22 13:19:09] [logs - 文件资源管理器] MouseMove: dx=-4, dy=5
[2025-12-22 13:19:09] [logs - 文件资源管理器] MouseMove: dx=-3, dy=4
[2025-12-22 13:19:09] [logs - 文件资源管理器] MouseMove: dx=-4, dy=6
[2025-12-22 13:19:09] [logs - 文件资源管理器] MouseMove: dx=-3, dy=6
[2025-12-22 13:19:09] [logs - 文件资源管理器] MouseMove: dx=-2, dy=3
[2025-12-22 13:19:09] [logs - 文件资源管理器] MouseMove: dx=-2, dy=5
[2025-12-22 13:19:09] [logs - 文件资源管理器] MouseMove: dx=-2, dy=4
[2025-12-22 13:19:09] [logs - 文件资源管理器] MouseMove: dx=-1, dy=4
[2025-12-22 13:19:09] [logs - 文件资源管理器] MouseMove: dx=-2, dy=4
[2025-12-22 13:19:09] [logs - 文件资源管理器] MouseMove: dx=-1, dy=3
[2025-12-22 13:19:09] [logs - 文件资源管理器] MouseMove: dx=0, dy=5
[2025-12-22 13:19:09] [logs - 文件资源管理器] MouseMove: dx=-1, dy=4
[2025-12-22 13:19:09] [logs - 文件资源管理器] MouseMove: dx=0, dy=3
[2025-12-22 13:19:09] [logs - 文件资源管理器] MouseMove: dx=0, dy=5
[2025-12-22 13:19:09] [logs - 文件资源管理器] MouseMove: dx=0, dy=4
[2025-12-22 13:19:09] [logs - 文件资源管理器] MouseMove: dx=-1, dy=5
[2025-12-22 13:19:09] [logs - 文件资源管理器] MouseMove: dx=0, dy=2
[2025-12-22 13:19:09] [logs - 文件资源管理器] MouseMove: dx=-2, dy=5
